Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,age,Emp_duration,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,30.088980150581794,5.952087611225188,1,0,0,0,Core staff,4,0
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,34.8145106091718,14.609171800136892,1,0,0,0,Core staff,2,0
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.10951403148528,9.678302532511978,1,0,0,0,Sales staff,2,0
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,40.69267624914442,12.06570841889117,1,0,0,0,Managers,3,0
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,29.95756331279945,1.1279945242984257,1,0,0,0,Drivers,2,0
5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.45927446954141,1.2402464065708418,1,1,1,0,Laborers,2,0
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,24.980150581793293,2.628336755646817,1,1,0,0,Drivers,2,0
5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.51950718685831,0.0,1,0,0,0,Laborers,2,0
5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.51813826146475,12.898015058179329,1,0,0,0,Laborers,1,0
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.96167008898015,5.379876796714579,1,0,0,0,Laborers,3,0
5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,32.558521560574945,6.962354551676934,1,0,1,0,Drivers,3,0
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,29.152635181382614,3.813826146475017,1,1,1,0,Core staff,3,0
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,30.770704996577688,1.2594113620807665,1,0,0,0,Accountants,3,0
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62.45311430527036,6.116358658453114,1,1,1,0,High skill tech staff,2,0
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,34.83915126625599,4.465434633812457,1,0,0,0,Core staff,4,0
5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45.880903490759756,4.432580424366872,1,0,0,0,Waiters/barmen staff,2,0
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,51.57563312799452,16.3750855578371,1,0,0,0,Managers,2,0
5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.6933607118412,8.632443531827516,1,1,0,0,Cooking staff,2,0
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,37.77138945927447,7.342915811088296,1,0,0,0,Drivers,2,0
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,32.982888432580424,9.426420260095824,1,0,0,0,Managers,3,0
5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,56.82135523613963,6.379192334017796,1,0,0,0,Laborers,2,0
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25.075975359342916,1.1307323750855578,1,0,0,0,Core staff,2,0
5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.15058179329226,0.0,1,0,0,0,Laborers,1,0
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,42.56536618754278,18.193018480492814,1,0,0,0,Laborers,3,0
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.621492128678987,1.3826146475017111,1,0,0,1,High skill tech staff,4,0
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,36.224503764544835,0.5503080082135524,1,0,0,0,Accountants,2,0
5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.79260780287474,0.0,1,0,0,0,Laborers,2,0
5149353,M,Y,Y,0,166500.0,Commercial associate,Higher education,Married,House / apartment,33.42368240930869,8.960985626283367,1,0,0,0,Accountants,2,0
5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,59.46885694729637,0.0,1,0,0,0,Laborers,2,0
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.071184120465436,4.002737850787132,1,0,0,0,Laborers,3,0
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35.162217659137575,7.143052703627652,1,0,0,0,Managers,2,0
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,53.204654346338124,1.4264202600958247,1,1,1,0,Core staff,2,0
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.78918548939083,3.6167008898015056,1,0,0,0,Drivers,2,0
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,36.65160848733744,6.754277891854894,1,0,0,0,Laborers,3,0
5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,32.20260095824778,1.9603011635865846,1,0,0,0,Laborers,4,0
5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.01163586584531,0.27652292950034224,1,1,1,0,Core staff,4,0
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,25.7056810403833,4.468172484599589,1,1,1,0,Laborers,2,0
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,32.02464065708419,1.68104038329911,1,0,0,0,HR staff,4,0
5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.12867898699521,5.212867898699521,1,1,0,0,Laborers,1,0
5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,49.776865160848736,0.9609856262833676,1,1,1,0,Laborers,1,0
5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.26420260095825,20.01368925393566,1,1,1,0,Core staff,1,0
5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,53.31690622861054,0.0,1,0,0,0,Laborers,2,0
5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,41.73305954825462,19.876796714579054,1,1,1,0,High skill tech staff,3,0
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,38.85557837097878,1.7138945927446954,1,0,0,0,Drivers,4,0
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.690622861054074,18.76249144421629,1,0,0,0,Laborers,2,0
5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,36.761122518822724,1.2539356605065024,1,1,0,0,Laborers,5,0
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,41.204654346338124,4.457221081451061,1,0,0,0,Managers,3,0
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,39.53182751540041,16.684462696783026,1,1,0,0,Core staff,4,0
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,35.57015742642026,2.0095824777549622,1,1,1,0,Drivers,2,0
5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64.29295003422314,0.0,1,0,0,0,Laborers,2,0
5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.3668720054757,1.7987679671457906,1,1,0,0,Laborers,3,0
5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47.186858316221766,7.392197125256674,1,0,1,0,Core staff,2,0
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27.696098562628336,2.409308692676249,1,0,0,0,Laborers,3,0
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,30.28336755646817,0.42984257357973993,1,1,1,0,High skill tech staff,1,0
5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,39.006160164271044,0.36960985626283366,1,0,0,0,Laborers,3,0
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,32.84873374401095,4.098562628336755,1,0,0,0,Managers,1,0
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42.06981519507187,3.46611909650924,1,1,1,0,Drivers,2,0
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.1854893908282,5.297741273100616,1,0,0,0,Core staff,1,0
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.184120465434635,1.4099931553730323,1,0,1,0,Sales staff,2,0
5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.32580424366872,0.0,1,0,0,0,Laborers,1,0
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.98015058179329,2.8008213552361396,1,0,0,0,Laborers,2,0
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.69404517453799,5.8288843258042435,1,1,1,0,Low-skill Laborers,2,0
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,29.930184804928132,1.5742642026009583,1,0,0,0,Secretaries,1,0
5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.02669404517454,0.0,1,0,0,0,Laborers,1,0
5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,48.23271731690623,8.930869267624914,1,1,1,1,Private service staff,1,0
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,22.579055441478438,1.1772758384668036,1,1,0,1,Sales staff,2,0
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,33.125256673511295,6.0424366872005475,1,0,0,1,Laborers,5,0
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27.326488706365502,5.108829568788501,1,0,0,1,Laborers,2,0
5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,39.493497604380565,12.506502395619439,1,1,1,0,Laborers,2,0
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.32032854209446,0.8459958932238193,1,1,1,1,Sales staff,2,0
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,60.506502395619435,1.5824777549623545,1,0,0,1,Managers,2,0
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,43.91606316433474,18.913073237508556,1,0,0,0,Laborers,2,0
5051180,M,Y,N,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,35.827515400410675,5.286789869952088,1,0,1,0,Laborers,3,0
5143515,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.73716632443532,0.0,1,0,0,0,Laborers,1,0
5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,55.3264887063655,21.99315537303217,1,0,1,0,Laborers,3,0
5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,25.516769336071185,6.179329226557153,1,0,0,0,High skill tech staff,3,0
5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.87063655030801,0.0,1,0,1,0,Laborers,2,0
5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,32.11772758384668,10.338124572210814,1,1,1,0,Laborers,5,0
5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,55.52908966461328,0.0,1,0,1,0,Laborers,1,0
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,33.67830253251198,0.38329911019849416,1,0,1,0,Laborers,3,0
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,32.45722108145106,12.54757015742642,1,0,0,0,Laborers,2,0
5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,43.61670088980151,12.057494866529774,1,1,1,0,Core staff,3,0
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.13141683778234,1.9904175222450375,1,0,0,0,Drivers,4,0
5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,39.72621492128679,10.417522245037645,1,0,0,0,Core staff,3,0
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.082819986310746,6.3408624229979464,1,0,0,1,Accountants,2,0
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,31.76454483230664,3.9835728952772076,1,0,0,0,Managers,3,0
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.06502395619439,14.844626967830253,1,1,1,0,Drivers,3,0
5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.471594798083505,1.5906913073237507,1,0,0,0,Security staff,1,0
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,32.73100616016427,2.4449007529089664,1,1,1,1,Laborers,2,0
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,29.916495550992472,5.092402464065708,1,0,0,0,Core staff,4,0
5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,68.2984257357974,0.0,1,0,1,0,Laborers,1,0
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,39.83025325119781,17.295003422313485,1,0,1,0,Medicine staff,1,0
5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,44.12320328542094,2.737850787132101,1,0,1,0,Laborers,2,0
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.47227926078029,0.38329911019849416,1,0,1,1,Sales staff,2,0
5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58.93771389459275,0.0,1,0,0,0,Laborers,2,0
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43.08829568788501,13.048596851471595,1,1,1,0,Private service staff,2,0
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,39.62765229295003,6.184804928131417,1,0,0,1,Core staff,3,0
5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,26.806297056810404,3.679671457905544,1,0,0,1,Sales staff,2,0
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,40.07118412046543,12.840520191649555,1,1,1,0,Laborers,2,0
5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.95208761122519,22.69678302532512,1,1,0,0,Laborers,1,0
5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,55.83846680355921,0.0,1,0,1,0,Laborers,1,0
5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,43.91606316433474,5.618069815195072,1,0,1,0,Laborers,2,0
5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.54620123203286,13.700205338809035,1,0,0,0,Medicine staff,4,0
5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.37850787132101,2.5270362765229293,1,0,0,0,Core staff,1,0
5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,38.66392881587954,3.266255989048597,1,0,0,1,Laborers,1,0
5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.190965092402465,17.349760438056126,1,0,1,0,Medicine staff,4,0
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,24.657084188911703,2.1711156741957565,1,0,0,1,Sales staff,2,0
5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.89664613278576,0.0,1,0,0,0,Laborers,2,0
5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,53.568788501026695,14.929500342231348,1,1,0,0,Medicine staff,2,0
5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.57084188911704,0.0,1,0,1,0,Laborers,1,0
5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,41.14168377823409,0.24093086926762491,1,0,0,0,Accountants,3,0
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,47.775496235455165,15.044490075290897,1,0,0,0,Managers,1,0
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,26.524298425735797,1.623545516769336,1,0,1,1,Laborers,1,0
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,57.79876796714579,13.1854893908282,1,0,0,0,Core staff,2,0
5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,64.870636550308,0.0,1,0,0,1,Laborers,1,0
5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47.19233401779603,8.213552361396303,1,0,0,0,Medicine staff,1,0
5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,56.24093086926762,25.796030116358658,1,0,1,0,Core staff,2,0
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,38.98699520876112,4.342231348391513,1,0,0,0,Core staff,2,0
5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.885010266940455,0.0,1,0,0,0,Laborers,2,0
5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.29363449691992,0.0,1,0,1,0,Laborers,2,0
5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,53.88637919233402,5.760438056125941,1,1,0,0,Cleaning staff,1,0
5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.260780287474333,2.8254620123203287,1,0,0,0,Laborers,1,0
5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,44.62696783025325,26.55167693360712,1,0,0,1,Managers,2,0
5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27.33196440793977,5.2648870636550305,1,0,0,0,Laborers,2,0
5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,41.89733059548254,3.0965092402464065,1,0,0,0,Core staff,2,0
5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.93908281998631,3.216974674880219,1,0,0,0,Managers,2,0
5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.54072553045859,0.0,1,0,1,0,Laborers,2,0
5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41.700205338809035,22.92950034223135,1,0,0,1,High skill tech staff,2,0
5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,40.03285420944559,6.020533880903491,1,0,0,0,Core staff,2,0
5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,48.91991786447639,5.234770704996578,1,0,0,0,Drivers,3,0
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,33.319644079397676,2.535249828884326,1,0,0,0,Laborers,4,0
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33.9958932238193,6.841889117043121,1,0,0,0,High skill tech staff,3,0
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,40.785763175906915,7.266255989048597,1,1,1,0,Laborers,2,0
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.77138945927447,3.2142368240930868,1,1,0,0,Laborers,4,0
5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,54.68583162217659,0.6297056810403833,1,0,1,0,Laborers,2,0
5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28.238193018480494,2.6338124572210813,1,0,0,1,Sales staff,2,0
5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,43.91606316433474,6.231348391512663,1,0,0,0,Laborers,3,0
5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.26694045174538,6.015058179329227,1,0,0,1,Secretaries,4,0
5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,31.16221765913758,6.757015742642026,1,1,1,0,Drivers,2,0
5099877,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.331964407939765,0.0,1,0,1,0,Laborers,2,0
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,54.92950034223135,2.5516769336071183,1,1,1,0,Core staff,2,0
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37.35249828884326,8.093086926762492,1,0,0,0,Managers,2,0
5010412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.832991101984945,0.0,1,0,0,0,Laborers,2,0
5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,29.527720739219713,3.682409308692676,1,0,0,0,Laborers,2,0
5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,59.950718685831625,1.6947296372347707,1,0,0,0,Security staff,2,0
5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,43.54277891854894,10.368240930869268,1,0,0,0,Laborers,4,0
5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,46.959616700889804,3.430527036276523,1,0,0,1,Laborers,3,0
5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,40.865160848733744,8.876112251882272,1,1,0,0,Laborers,2,0
5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,33.59069130732375,0.5366187542778919,1,0,1,0,Medicine staff,2,0
5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,43.403148528405204,0.8158795345653662,1,0,1,0,Laborers,1,0
5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,47.73990417522245,4.785763175906913,1,0,0,0,Laborers,3,0
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.107460643394933,0.3394934976043806,1,0,0,0,Drivers,3,0
5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,39.285420944558524,11.175906913073238,1,0,1,0,Laborers,2,0
5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,38.954140999315534,14.5927446954141,1,0,1,0,Laborers,2,0
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.13073237508556,3.46611909650924,1,0,1,0,Laborers,2,0
5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,36.139630390143736,2.784394250513347,1,0,1,1,Sales staff,2,0
5024636,F,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,54.54346338124572,3.0882956878850103,1,0,0,0,Laborers,2,0
5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,45.908281998631075,8.454483230663929,1,1,0,0,Laborers,4,0
5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.37234770704997,1.8973305954825461,1,0,0,0,Laborers,1,0
5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.46885694729637,4.01368925393566,1,1,0,0,Cleaning staff,1,0
5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,26.234086242299796,8.2217659137577,1,0,0,1,Laborers,2,0
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.17659137577002,11.058179329226558,1,0,0,0,Managers,2,0
5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,29.67008898015058,1.6098562628336757,1,0,0,1,Sales staff,1,0
5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,32.78302532511978,0.7720739219712526,1,0,1,0,Sales staff,2,0
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.76865160848734,12.295687885010267,1,0,0,0,Laborers,2,0
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,49.045859000684466,3.162217659137577,1,0,0,0,Laborers,2,0
5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,33.80698151950719,3.3401779603011637,1,0,0,0,Managers,4,0
5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,49.82067077344285,1.7987679671457906,1,0,0,0,Laborers,2,0
5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,47.865845311430526,3.293634496919918,1,0,0,0,Core staff,2,0
5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,46.691307323750856,1.949349760438056,1,0,1,0,Security staff,1,0
5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,56.58590006844627,7.786447638603696,1,0,0,0,Laborers,2,0
5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58.93771389459275,0.0,1,0,0,0,Laborers,2,0
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.440109514031484,11.0362765229295,1,1,0,0,Drivers,2,0
5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.41204654346338,9.095140314852841,1,0,0,0,Laborers,3,0
5009790,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.238193018480494,0.0,1,0,1,0,Laborers,1,0
5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.3388090349076,7.879534565366187,1,0,0,0,Laborers,2,0
5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,60.525667351129364,0.0,1,0,0,0,Laborers,2,0
5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,43.91606316433474,18.324435318275153,1,1,1,0,High skill tech staff,4,0
5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,32.69267624914442,7.5564681724846,1,0,0,0,Laborers,3,0
5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,43.854893908282,6.93223819301848,1,1,1,0,Managers,3,0
5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,37.949349760438054,14.806297056810404,1,0,0,0,Laborers,2,0
5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,29.867214236824093,3.761806981519507,1,0,0,0,Managers,2,0
5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,55.58110882956879,8.465434633812457,1,1,1,0,Managers,2,0
5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.83504449007529,0.9609856262833676,1,0,0,0,Security staff,2,0
5143319,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.05133470225873,0.0,1,0,0,0,Laborers,2,0
5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,26.858316221765914,8.19438740588638,1,1,0,0,Laborers,2,0
5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.520876112251884,6.513347022587269,1,0,0,0,Laborers,4,0
5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,36.94455852156057,3.5071868583162216,1,0,0,0,Sales staff,2,0
